,response,is_strange,workerid,proliferate.condition,order,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,DegreeQ,SubjectAuxInv,WhAll,MatrixNegPresent,EmbeddedNegPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixNegation,MatrixDoSupport,MatrixPred1,MatrixPred2,MatVerbPart,Modal,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
350,a,False,24,condition1,the-a-some-all,11,102105:4,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
351,the,True,24,condition1,the-a-some-all,12,37508:7,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
352,all,False,24,condition1,the-a-some-all,13,61578:4,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
353,all,True,24,condition1,the-a-some-all,14,60430:4,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
354,the,True,24,condition1,the-a-some-all,15,130644:22,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
355,some,True,24,condition1,the-a-some-all,16,40349:14,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
356,some,False,24,condition1,the-a-some-all,17,118088:9,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
357,Elizabeth,Elizabeth,29,condition1,,1,bot_check,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,the,False,29,condition1,all-the-a-some,3,example1,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,the,False,29,condition1,all-the-a-some,3,example1,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,the,False,29,condition1,all-the-a-some,3,example1,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,the,True,29,condition1,all-the-a-some,3,example1,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,the,True,29,condition1,all-the-a-some,3,example1,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,all,False,29,condition1,all-the-a-some,3,example1,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,some,False,29,condition1,all-the-a-some,4,example2,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,all,False,29,condition1,all-the-a-some,5,example1,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,a,False,29,condition1,all-the-a-some,6,example4,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,some,False,29,condition1,all-the-a-some,8,103191:13,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
368,all,False,29,condition1,all-the-a-some,9,118088:9,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
369,the,False,29,condition1,all-the-a-some,10,61578:4,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
370,some,False,29,condition1,all-the-a-some,11,37508:7,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
371,a,False,29,condition1,all-the-a-some,12,60430:4,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
372,some,False,29,condition1,all-the-a-some,13,40349:14,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
373,the,False,29,condition1,all-the-a-some,14,102105:4,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
374,the,False,29,condition1,all-the-a-some,15,68569:4,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
375,the,False,29,condition1,all-the-a-some,16,51293:9,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
376,the,False,29,condition1,all-the-a-some,17,130644:22,[],33.0,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
377,Susan,Susan,13,condition1,,1,bot_check,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,the,False,13,condition1,the-some-a-all,3,example1,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,all,False,13,condition1,the-some-a-all,3,example1,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,some,False,13,condition1,the-some-a-all,4,example2,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,all,False,13,condition1,the-some-a-all,5,example1,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,the,False,13,condition1,the-some-a-all,6,example4,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,all,False,13,condition1,the-some-a-all,8,37508:7,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
384,some,False,13,condition1,the-some-a-all,9,103191:13,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
385,all,False,13,condition1,the-some-a-all,10,118088:9,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
386,some,False,13,condition1,the-some-a-all,11,102105:4,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
387,some,False,13,condition1,the-some-a-all,12,130644:22,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
388,the,False,13,condition1,the-some-a-all,13,40349:14,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
389,the,False,13,condition1,the-some-a-all,14,51293:9,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
390,all,False,13,condition1,the-some-a-all,15,61578:4,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
391,a,True,13,condition1,the-some-a-all,16,60430:4,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
392,the,False,13,condition1,the-some-a-all,17,68569:4,[],58.0,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.28431666666667,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
393,Sarah,Sarah,16,condition1,,1,bot_check,[],22.0,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,all,False,16,condition1,some-all-the-a,3,example1,[],22.0,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,some,False,16,condition1,some-all-the-a,4,example2,[],22.0,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,all,False,16,condition1,some-all-the-a,5,example1,[],22.0,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,the,False,16,condition1,some-all-the-a,6,example4,[],22.0,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,a,False,16,condition1,some-all-the-a,8,130644:22,[],22.0,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333331,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
399,the,False,16,condition1,some-all-the-a,9,51293:9,[],22.0,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333331,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
400,some,False,16,condition1,some-all-the-a,10,68569:4,[],22.0,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333331,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
401,some,False,16,condition1,some-all-the-a,11,60430:4,[],22.0,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333331,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
